             Tau     Tau_gorrito               y
   3.0250000E+00   4.1336626E+00             NaN
   3.0300000E+00   4.1386626E+00             NaN
   3.0350000E+00   4.1436626E+00             NaN
   3.0400000E+00   4.1486626E+00             NaN
   3.0450000E+00   4.1536626E+00             NaN
   3.0500000E+00   4.1586626E+00             NaN
   3.0550000E+00   4.1636626E+00             NaN
   3.0600000E+00   4.1686626E+00             NaN
   3.0650000E+00   4.1736626E+00             NaN
   3.0700000E+00   4.1786626E+00             NaN
   3.0750000E+00   4.1836626E+00             NaN
   3.0800000E+00   4.1886626E+00             NaN
   3.0850000E+00   4.1936626E+00             NaN
   3.0900000E+00   4.1986626E+00             NaN
   3.0950000E+00   4.2036626E+00             NaN
   3.1000000E+00   4.2086626E+00             NaN
   3.1050000E+00   4.2136626E+00             NaN
   3.1100000E+00   4.2186626E+00             NaN
   3.1150000E+00   4.2236626E+00             NaN
   3.1200000E+00   4.2286626E+00             NaN
   3.1250000E+00   4.2336626E+00             NaN
   3.1300000E+00   4.2386626E+00             NaN
   3.1350000E+00   4.2436626E+00             NaN
   3.1400000E+00   4.2486626E+00             NaN
   3.1450000E+00   4.2536626E+00             NaN
   3.1500000E+00   4.2586626E+00             NaN
   3.1550000E+00   4.2636626E+00             NaN
   3.1600000E+00   4.2686626E+00             NaN
   3.1650000E+00   4.2736626E+00             NaN
   3.1700000E+00   4.2786626E+00             NaN
   3.1750000E+00   4.2836626E+00             NaN
   3.1800000E+00   4.2886626E+00             NaN
   3.1850000E+00   4.2936626E+00             NaN
   3.1900000E+00   4.2986626E+00             NaN
   3.1950000E+00   4.3036626E+00             NaN
   3.2000000E+00   4.3086626E+00             NaN
   3.2050000E+00   4.3136626E+00             NaN
   3.2100000E+00   4.3186626E+00             NaN
   3.2150000E+00   4.3236626E+00             NaN
   3.2200000E+00   4.3286626E+00             NaN
   3.2250000E+00   4.3336626E+00             NaN
   3.2300000E+00   4.3386626E+00             NaN
   3.2350000E+00   4.3436626E+00             NaN
   3.2400000E+00   4.3486626E+00             NaN
   3.2450000E+00   4.3536626E+00             NaN
   3.2500000E+00   4.3586626E+00             NaN
   3.2550000E+00   4.3636626E+00             NaN
   3.2600000E+00   4.3686626E+00             NaN
   3.2650000E+00   4.3736626E+00             NaN
   3.2700000E+00   4.3786626E+00             NaN
   3.2750000E+00   4.3836626E+00             NaN
   3.2800000E+00   4.3886626E+00             NaN
   3.2850000E+00   4.3936626E+00             NaN
   3.2900000E+00   4.3986626E+00             NaN
   3.2950000E+00   4.4036626E+00             NaN
   3.3000000E+00   4.4086626E+00             NaN
   3.3050000E+00   4.4136626E+00             NaN
   3.3100000E+00   4.4186626E+00             NaN
   3.3150000E+00   4.4236626E+00             NaN
   3.3200000E+00   4.4286626E+00             NaN
   3.3250000E+00   4.4336626E+00             NaN
   3.3300000E+00   4.4386626E+00             NaN
   3.3350000E+00   4.4436626E+00             NaN
   3.3400000E+00   4.4486626E+00             NaN
   3.3450000E+00   4.4536626E+00             NaN
   3.3500000E+00   4.4586626E+00             NaN
   3.3550000E+00   4.4636626E+00             NaN
   3.3600000E+00   4.4686626E+00             NaN
   3.3650000E+00   4.4736626E+00             NaN
   3.3700000E+00   4.4786626E+00             NaN
   3.3750000E+00   4.4836626E+00             NaN
   3.3800000E+00   4.4886626E+00             NaN
   3.3850000E+00   4.4936626E+00             NaN
   3.3900000E+00   4.4986626E+00             NaN
   3.3950000E+00   4.5036626E+00             NaN
   3.4000000E+00   4.5086626E+00             NaN
   3.4050000E+00   4.5136626E+00             NaN
   3.4100000E+00   4.5186626E+00             NaN
   3.4150000E+00   4.5236626E+00             NaN
   3.4200000E+00   4.5286626E+00             NaN
   3.4250000E+00   4.5336626E+00             NaN
   3.4300000E+00   4.5386626E+00             NaN
   3.4350000E+00   4.5436626E+00             NaN
   3.4400000E+00   4.5486626E+00             NaN
   3.4450000E+00   4.5536626E+00             NaN
   3.4500000E+00   4.5586626E+00             NaN
   3.4550000E+00   4.5636626E+00             NaN
   3.4600000E+00   4.5686626E+00             NaN
   3.4650000E+00   4.5736626E+00             NaN
   3.4700000E+00   4.5786626E+00             NaN
   3.4750000E+00   4.5836626E+00             NaN
   3.4800000E+00   4.5886626E+00             NaN
   3.4850000E+00   4.5936626E+00             NaN
   3.4900000E+00   4.5986626E+00             NaN
   3.4950000E+00   4.6036626E+00             NaN
   3.5000000E+00   4.6086626E+00             NaN
   3.5050000E+00   4.6136626E+00             NaN
   3.5100000E+00   4.6186626E+00             NaN
   3.5150000E+00   4.6236626E+00             NaN
   3.5200000E+00   4.6286626E+00             NaN
   3.5250000E+00   4.6336626E+00             NaN
   3.5300000E+00   4.6386626E+00             NaN
   3.5350000E+00   4.6436626E+00             NaN
   3.5400000E+00   4.6486626E+00             NaN
   3.5450000E+00   4.6536626E+00             NaN
   3.5500000E+00   4.6586626E+00             NaN
   3.5550000E+00   4.6636626E+00             NaN
   3.5600000E+00   4.6686626E+00             NaN
   3.5650000E+00   4.6736626E+00             NaN
   3.5700000E+00   4.6786626E+00             NaN
   3.5750000E+00   4.6836626E+00             NaN
   3.5800000E+00   4.6886626E+00             NaN
   3.5850000E+00   4.6936626E+00             NaN
   3.5900000E+00   4.6986626E+00             NaN
   3.5950000E+00   4.7036626E+00             NaN
   3.6000000E+00   4.7086626E+00             NaN
   3.6050000E+00   4.7136626E+00             NaN
   3.6100000E+00   4.7186626E+00             NaN
   3.6150000E+00   4.7236626E+00             NaN
   3.6200000E+00   4.7286626E+00             NaN
   3.6250000E+00   4.7336626E+00             NaN
   3.6300000E+00   4.7386626E+00             NaN
   3.6350000E+00   4.7436626E+00             NaN
   3.6400000E+00   4.7486626E+00             NaN
   3.6450000E+00   4.7536626E+00             NaN
   3.6500000E+00   4.7586626E+00             NaN
   3.6550000E+00   4.7636626E+00             NaN
   3.6600000E+00   4.7686626E+00             NaN
   3.6650000E+00   4.7736626E+00             NaN
   3.6700000E+00   4.7786626E+00             NaN
   3.6750000E+00   4.7836626E+00             NaN
   3.6800000E+00   4.7886626E+00             NaN
   3.6850000E+00   4.7936626E+00             NaN
   3.6900000E+00   4.7986626E+00             NaN
   3.6950000E+00   4.8036626E+00             NaN
   3.7000000E+00   4.8086626E+00             NaN
   3.7050000E+00   4.8136626E+00             NaN
   3.7100000E+00   4.8186626E+00             NaN
   3.7150000E+00   4.8236626E+00             NaN
   3.7200000E+00   4.8286626E+00             NaN
   3.7250000E+00   4.8336626E+00             NaN
   3.7300000E+00   4.8386626E+00             NaN
   3.7350000E+00   4.8436626E+00             NaN
   3.7400000E+00   4.8486626E+00             NaN
   3.7450000E+00   4.8536626E+00             NaN
   3.7500000E+00   4.8586626E+00             NaN
   3.7550000E+00   4.8636626E+00             NaN
   3.7600000E+00   4.8686626E+00             NaN
   3.7650000E+00   4.8736626E+00             NaN
   3.7700000E+00   4.8786626E+00             NaN
   3.7750000E+00   4.8836626E+00             NaN
   3.7800000E+00   4.8886626E+00             NaN
   3.7850000E+00   4.8936626E+00             NaN
   3.7900000E+00   4.8986626E+00             NaN
   3.7950000E+00   4.9036626E+00             NaN
   3.8000000E+00   4.9086626E+00             NaN
   3.8050000E+00   4.9136626E+00             NaN
   3.8100000E+00   4.9186626E+00             NaN
   3.8150000E+00   4.9236626E+00             NaN
   3.8200000E+00   4.9286626E+00             NaN
   3.8250000E+00   4.9336626E+00             NaN
   3.8300000E+00   4.9386626E+00             NaN
   3.8350000E+00   4.9436626E+00             NaN
   3.8400000E+00   4.9486626E+00             NaN
   3.8450000E+00   4.9536626E+00             NaN
   3.8500000E+00   4.9586626E+00             NaN
   3.8550000E+00   4.9636626E+00             NaN
   3.8600000E+00   4.9686626E+00             NaN
   3.8650000E+00   4.9736626E+00             NaN
   3.8700000E+00   4.9786626E+00             NaN
   3.8750000E+00   4.9836626E+00             NaN
   3.8800000E+00   4.9886626E+00             NaN
   3.8850000E+00   4.9936626E+00             NaN
   3.8900000E+00   4.9986626E+00             NaN
   3.8950000E+00   5.0036626E+00             NaN
   3.9000000E+00   5.0086626E+00             NaN
   3.9050000E+00   5.0136626E+00             NaN
   3.9100000E+00   5.0186626E+00             NaN
   3.9150000E+00   5.0236626E+00             NaN
   3.9200000E+00   5.0286626E+00             NaN
   3.9250000E+00   5.0336626E+00             NaN
   3.9300000E+00   5.0386626E+00             NaN
   3.9350000E+00   5.0436626E+00             NaN
   3.9400000E+00   5.0486626E+00             NaN
   3.9450000E+00   5.0536626E+00             NaN
   3.9500000E+00   5.0586626E+00             NaN
   3.9550000E+00   5.0636626E+00             NaN
   3.9600000E+00   5.0686626E+00             NaN
   3.9650000E+00   5.0736626E+00             NaN
   3.9700000E+00   5.0786626E+00             NaN
   3.9750000E+00   5.0836626E+00             NaN
   3.9800000E+00   5.0886626E+00             NaN
   3.9850000E+00   5.0936626E+00             NaN
   3.9900000E+00   5.0986626E+00             NaN
   3.9950000E+00   5.1036626E+00             NaN
   4.0000000E+00   5.1086626E+00             NaN
   4.0050000E+00   5.1136626E+00             NaN
   4.0100000E+00   5.1186626E+00             NaN
   4.0150000E+00   5.1236626E+00             NaN
   4.0200000E+00   5.1286626E+00             NaN
   4.0250000E+00   5.1336626E+00             NaN
   4.0300000E+00   5.1386626E+00             NaN
   4.0350000E+00   5.1436626E+00             NaN
   4.0400000E+00   5.1486626E+00             NaN
   4.0450000E+00   5.1536626E+00             NaN
   4.0500000E+00   5.1586626E+00             NaN
   4.0550000E+00   5.1636626E+00             NaN
   4.0600000E+00   5.1686626E+00             NaN
   4.0650000E+00   5.1736626E+00             NaN
   4.0700000E+00   5.1786626E+00             NaN
   4.0750000E+00   5.1836626E+00             NaN
   4.0800000E+00   5.1886626E+00             NaN
   4.0850000E+00   5.1936626E+00             NaN
   4.0900000E+00   5.1986626E+00             NaN
   4.0950000E+00   5.2036626E+00             NaN
   4.1000000E+00   5.2086626E+00             NaN
   4.1050000E+00   5.2136626E+00             NaN
   4.1100000E+00   5.2186626E+00             NaN
   4.1150000E+00   5.2236626E+00             NaN
   4.1200000E+00   5.2286626E+00             NaN
   4.1250000E+00   5.2336626E+00             NaN
   4.1300000E+00   5.2386626E+00             NaN
   4.1350000E+00   5.2436626E+00             NaN
   4.1400000E+00   5.2486626E+00             NaN
   4.1450000E+00   5.2536626E+00             NaN
   4.1500000E+00   5.2586626E+00             NaN
   4.1550000E+00   5.2636626E+00             NaN
   4.1600000E+00   5.2686626E+00             NaN
   4.1650000E+00   5.2736626E+00             NaN
   4.1700000E+00   5.2786626E+00             NaN
   4.1750000E+00   5.2836626E+00             NaN
   4.1800000E+00   5.2886626E+00             NaN
   4.1850000E+00   5.2936626E+00             NaN
   4.1900000E+00   5.2986626E+00             NaN
   4.1950000E+00   5.3036626E+00             NaN
   4.2000000E+00   5.3086626E+00             NaN
   4.2050000E+00   5.3136626E+00             NaN
   4.2100000E+00   5.3186626E+00             NaN
   4.2150000E+00   5.3236626E+00             NaN
   4.2200000E+00   5.3286626E+00             NaN
   4.2250000E+00   5.3336626E+00             NaN
   4.2300000E+00   5.3386626E+00             NaN
   4.2350000E+00   5.3436626E+00             NaN
   4.2400000E+00   5.3486626E+00             NaN
   4.2450000E+00   5.3536626E+00             NaN
   4.2500000E+00   5.3586626E+00             NaN
   4.2550000E+00   5.3636626E+00             NaN
   4.2600000E+00   5.3686626E+00             NaN
   4.2650000E+00   5.3736626E+00             NaN
   4.2700000E+00   5.3786626E+00             NaN
   4.2750000E+00   5.3836626E+00             NaN
   4.2800000E+00   5.3886626E+00             NaN
   4.2850000E+00   5.3936626E+00             NaN
   4.2900000E+00   5.3986626E+00             NaN
   4.2950000E+00   5.4036626E+00             NaN
   4.3000000E+00   5.4086626E+00             NaN
   4.3050000E+00   5.4136626E+00             NaN
   4.3100000E+00   5.4186626E+00             NaN
   4.3150000E+00   5.4236626E+00             NaN
   4.3200000E+00   5.4286626E+00             NaN
   4.3250000E+00   5.4336626E+00             NaN
   4.3300000E+00   5.4386626E+00             NaN
   4.3350000E+00   5.4436626E+00             NaN
   4.3400000E+00   5.4486626E+00             NaN
   4.3450000E+00   5.4536626E+00             NaN
   4.3500000E+00   5.4586626E+00             NaN
   4.3550000E+00   5.4636626E+00             NaN
   4.3600000E+00   5.4686626E+00             NaN
   4.3650000E+00   5.4736626E+00             NaN
   4.3700000E+00   5.4786626E+00             NaN
   4.3750000E+00   5.4836626E+00             NaN
   4.3800000E+00   5.4886626E+00             NaN
   4.3850000E+00   5.4936626E+00             NaN
   4.3900000E+00   5.4986626E+00             NaN
   4.3950000E+00   5.5036626E+00             NaN
   4.4000000E+00   5.5086626E+00             NaN
   4.4050000E+00   5.5136626E+00             NaN
   4.4100000E+00   5.5186626E+00             NaN
   4.4150000E+00   5.5236626E+00             NaN
   4.4200000E+00   5.5286626E+00             NaN
   4.4250000E+00   5.5336626E+00             NaN
   4.4300000E+00   5.5386626E+00             NaN
   4.4350000E+00   5.5436626E+00             NaN
   4.4400000E+00   5.5486626E+00             NaN
   4.4450000E+00   5.5536626E+00             NaN
   4.4500000E+00   5.5586626E+00             NaN
   4.4550000E+00   5.5636626E+00             NaN
   4.4600000E+00   5.5686626E+00             NaN
   4.4650000E+00   5.5736626E+00             NaN
   4.4700000E+00   5.5786626E+00             NaN
   4.4750000E+00   5.5836626E+00             NaN
   4.4800000E+00   5.5886626E+00             NaN
   4.4850000E+00   5.5936626E+00             NaN
   4.4900000E+00   5.5986626E+00             NaN
   4.4950000E+00   5.6036626E+00             NaN
   4.5000000E+00   5.6086626E+00             NaN
   4.5050000E+00   5.6136626E+00             NaN
   4.5100000E+00   5.6186626E+00             NaN
   4.5150000E+00   5.6236626E+00             NaN
   4.5200000E+00   5.6286626E+00             NaN
   4.5250000E+00   5.6336626E+00             NaN
   4.5300000E+00   5.6386626E+00             NaN
   4.5350000E+00   5.6436626E+00             NaN
   4.5400000E+00   5.6486626E+00             NaN
   4.5450000E+00   5.6536626E+00             NaN
   4.5500000E+00   5.6586626E+00             NaN
   4.5550000E+00   5.6636626E+00             NaN
   4.5600000E+00   5.6686626E+00             NaN
   4.5650000E+00   5.6736626E+00             NaN
   4.5700000E+00   5.6786626E+00             NaN
   4.5750000E+00   5.6836626E+00             NaN
   4.5800000E+00   5.6886626E+00             NaN
   4.5850000E+00   5.6936626E+00             NaN
   4.5900000E+00   5.6986626E+00             NaN
   4.5950000E+00   5.7036626E+00             NaN
   4.6000000E+00   5.7086626E+00             NaN
   4.6050000E+00   5.7136626E+00             NaN
   4.6100000E+00   5.7186626E+00             NaN
   4.6150000E+00   5.7236626E+00             NaN
   4.6200000E+00   5.7286626E+00             NaN
   4.6250000E+00   5.7336626E+00             NaN
   4.6300000E+00   5.7386626E+00             NaN
   4.6350000E+00   5.7436626E+00             NaN
   4.6400000E+00   5.7486626E+00             NaN
   4.6450000E+00   5.7536626E+00             NaN
   4.6500000E+00   5.7586626E+00             NaN
   4.6550000E+00   5.7636626E+00             NaN
   4.6600000E+00   5.7686626E+00             NaN
   4.6650000E+00   5.7736626E+00             NaN
   4.6700000E+00   5.7786626E+00             NaN
   4.6750000E+00   5.7836626E+00             NaN
   4.6800000E+00   5.7886626E+00             NaN
   4.6850000E+00   5.7936626E+00             NaN
   4.6900000E+00   5.7986626E+00             NaN
   4.6950000E+00   5.8036626E+00             NaN
   4.7000000E+00   5.8086626E+00             NaN
   4.7050000E+00   5.8136626E+00             NaN
   4.7100000E+00   5.8186626E+00             NaN
   4.7150000E+00   5.8236626E+00             NaN
   4.7200000E+00   5.8286626E+00             NaN
   4.7250000E+00   5.8336626E+00             NaN
   4.7300000E+00   5.8386626E+00             NaN
   4.7350000E+00   5.8436626E+00             NaN
   4.7400000E+00   5.8486626E+00             NaN
   4.7450000E+00   5.8536626E+00             NaN
   4.7500000E+00   5.8586626E+00             NaN
   4.7550000E+00   5.8636626E+00             NaN
   4.7600000E+00   5.8686626E+00             NaN
   4.7650000E+00   5.8736626E+00             NaN
   4.7700000E+00   5.8786626E+00             NaN
   4.7750000E+00   5.8836626E+00             NaN
   4.7800000E+00   5.8886626E+00             NaN
   4.7850000E+00   5.8936626E+00             NaN
   4.7900000E+00   5.8986626E+00             NaN
   4.7950000E+00   5.9036626E+00             NaN
   4.8000000E+00   5.9086626E+00             NaN
   4.8050000E+00   5.9136626E+00             NaN
   4.8100000E+00   5.9186626E+00             NaN
   4.8150000E+00   5.9236626E+00             NaN
   4.8200000E+00   5.9286626E+00             NaN
   4.8250000E+00   5.9336626E+00             NaN
   4.8300000E+00   5.9386626E+00             NaN
   4.8350000E+00   5.9436626E+00             NaN
   4.8400000E+00   5.9486626E+00             NaN
   4.8450000E+00   5.9536626E+00             NaN
   4.8500000E+00   5.9586626E+00             NaN
   4.8550000E+00   5.9636626E+00             NaN
   4.8600000E+00   5.9686626E+00             NaN
   4.8650000E+00   5.9736626E+00             NaN
   4.8700000E+00   5.9786626E+00             NaN
   4.8750000E+00   5.9836626E+00             NaN
   4.8800000E+00   5.9886626E+00             NaN
   4.8850000E+00   5.9936626E+00             NaN
   4.8900000E+00   5.9986626E+00             NaN
   4.8950000E+00   6.0036626E+00             NaN
   4.9000000E+00   6.0086626E+00             NaN
   4.9050000E+00   6.0136626E+00             NaN
   4.9100000E+00   6.0186626E+00             NaN
   4.9150000E+00   6.0236626E+00             NaN
   4.9200000E+00   6.0286626E+00             NaN
   4.9250000E+00   6.0336626E+00             NaN
   4.9300000E+00   6.0386626E+00             NaN
   4.9350000E+00   6.0436626E+00             NaN
   4.9400000E+00   6.0486626E+00             NaN
   4.9450000E+00   6.0536626E+00             NaN
   4.9500000E+00   6.0586626E+00             NaN
   4.9550000E+00   6.0636626E+00             NaN
   4.9600000E+00   6.0686626E+00             NaN
   4.9650000E+00   6.0736626E+00             NaN
   4.9700000E+00   6.0786626E+00             NaN
   4.9750000E+00   6.0836626E+00             NaN
   4.9800000E+00   6.0886626E+00             NaN
   4.9850000E+00   6.0936626E+00             NaN
   4.9900000E+00   6.0986626E+00             NaN
   4.9950000E+00   6.1036626E+00             NaN
   5.0000000E+00   6.1086626E+00             NaN
   5.0050000E+00   6.1136626E+00             NaN
   5.0100000E+00   6.1186626E+00             NaN
   5.0150000E+00   6.1236626E+00             NaN
   5.0200000E+00   6.1286626E+00             NaN
   5.0250000E+00   6.1336626E+00             NaN
   5.0300000E+00   6.1386626E+00             NaN
   5.0350000E+00   6.1436626E+00             NaN
   5.0400000E+00   6.1486626E+00             NaN
   5.0450000E+00   6.1536626E+00             NaN
   5.0500000E+00   6.1586626E+00             NaN
   5.0550000E+00   6.1636626E+00             NaN
   5.0600000E+00   6.1686626E+00             NaN
   5.0650000E+00   6.1736626E+00             NaN
   5.0700000E+00   6.1786626E+00             NaN
   5.0750000E+00   6.1836626E+00             NaN
   5.0800000E+00   6.1886626E+00             NaN
   5.0850000E+00   6.1936626E+00             NaN
   5.0900000E+00   6.1986626E+00             NaN
   5.0950000E+00   6.2036626E+00             NaN
   5.1000000E+00   6.2086626E+00             NaN
   5.1050000E+00   6.2136626E+00             NaN
   5.1100000E+00   6.2186626E+00             NaN
   5.1150000E+00   6.2236626E+00             NaN
   5.1200000E+00   6.2286626E+00             NaN
   5.1250000E+00   6.2336626E+00             NaN
   5.1300000E+00   6.2386626E+00             NaN
   5.1350000E+00   6.2436626E+00             NaN
   5.1400000E+00   6.2486626E+00             NaN
   5.1450000E+00   6.2536626E+00             NaN
   5.1500000E+00   6.2586626E+00             NaN
   5.1550000E+00   6.2636626E+00             NaN
   5.1600000E+00   6.2686626E+00             NaN
   5.1650000E+00   6.2736626E+00             NaN
   5.1700000E+00   6.2786626E+00             NaN
   5.1750000E+00   6.2836626E+00             NaN
   5.1800000E+00   6.2886626E+00             NaN
   5.1850000E+00   6.2936626E+00             NaN
   5.1900000E+00   6.2986626E+00             NaN
   5.1950000E+00   6.3036626E+00             NaN
   5.2000000E+00   6.3086626E+00             NaN
   5.2050000E+00   6.3136626E+00             NaN
   5.2100000E+00   6.3186626E+00             NaN
   5.2150000E+00   6.3236626E+00             NaN
   5.2200000E+00   6.3286626E+00             NaN
   5.2250000E+00   6.3336626E+00             NaN
   5.2300000E+00   6.3386626E+00             NaN
   5.2350000E+00   6.3436626E+00             NaN
   5.2400000E+00   6.3486626E+00             NaN
   5.2450000E+00   6.3536626E+00             NaN
   5.2500000E+00   6.3586626E+00             NaN
   5.2550000E+00   6.3636626E+00             NaN
   5.2600000E+00   6.3686626E+00             NaN
   5.2650000E+00   6.3736626E+00             NaN
   5.2700000E+00   6.3786626E+00             NaN
   5.2750000E+00   6.3836626E+00             NaN
   5.2800000E+00   6.3886626E+00             NaN
   5.2850000E+00   6.3936626E+00             NaN
   5.2900000E+00   6.3986626E+00             NaN
   5.2950000E+00   6.4036626E+00             NaN
   5.3000000E+00   6.4086626E+00             NaN
   5.3050000E+00   6.4136626E+00             NaN
   5.3100000E+00   6.4186626E+00             NaN
   5.3150000E+00   6.4236626E+00             NaN
   5.3200000E+00   6.4286626E+00             NaN
   5.3250000E+00   6.4336626E+00             NaN
   5.3300000E+00   6.4386626E+00             NaN
   5.3350000E+00   6.4436626E+00             NaN
   5.3400000E+00   6.4486626E+00             NaN
   5.3450000E+00   6.4536626E+00             NaN
   5.3500000E+00   6.4586626E+00             NaN
   5.3550000E+00   6.4636626E+00             NaN
   5.3600000E+00   6.4686626E+00             NaN
   5.3650000E+00   6.4736626E+00             NaN
   5.3700000E+00   6.4786626E+00             NaN
   5.3750000E+00   6.4836626E+00             NaN
   5.3800000E+00   6.4886626E+00             NaN
   5.3850000E+00   6.4936626E+00             NaN
   5.3900000E+00   6.4986626E+00             NaN
   5.3950000E+00   6.5036626E+00             NaN
   5.4000000E+00   6.5086626E+00             NaN
   5.4050000E+00   6.5136626E+00             NaN
   5.4100000E+00   6.5186626E+00             NaN
   5.4150000E+00   6.5236626E+00             NaN
   5.4200000E+00   6.5286626E+00             NaN
   5.4250000E+00   6.5336626E+00             NaN
   5.4300000E+00   6.5386626E+00             NaN
   5.4350000E+00   6.5436626E+00             NaN
   5.4400000E+00   6.5486626E+00             NaN
   5.4450000E+00   6.5536626E+00             NaN
   5.4500000E+00   6.5586626E+00             NaN
   5.4550000E+00   6.5636626E+00             NaN
   5.4600000E+00   6.5686626E+00             NaN
   5.4650000E+00   6.5736626E+00             NaN
   5.4700000E+00   6.5786626E+00             NaN
   5.4750000E+00   6.5836626E+00             NaN
   5.4800000E+00   6.5886626E+00             NaN
   5.4850000E+00   6.5936626E+00             NaN
   5.4900000E+00   6.5986626E+00             NaN
   5.4950000E+00   6.6036626E+00             NaN
   5.5000000E+00   6.6086626E+00             NaN
   5.5050000E+00   6.6136626E+00             NaN
   5.5100000E+00   6.6186626E+00             NaN
   5.5150000E+00   6.6236626E+00             NaN
   5.5200000E+00   6.6286626E+00             NaN
   5.5250000E+00   6.6336626E+00             NaN
   5.5300000E+00   6.6386626E+00             NaN
   5.5350000E+00   6.6436626E+00             NaN
   5.5400000E+00   6.6486626E+00             NaN
   5.5450000E+00   6.6536626E+00             NaN
   5.5500000E+00   6.6586626E+00             NaN
   5.5550000E+00   6.6636626E+00             NaN
   5.5600000E+00   6.6686626E+00             NaN
   5.5650000E+00   6.6736626E+00             NaN
   5.5700000E+00   6.6786626E+00             NaN
   5.5750000E+00   6.6836626E+00             NaN
   5.5800000E+00   6.6886626E+00             NaN
   5.5850000E+00   6.6936626E+00             NaN
   5.5900000E+00   6.6986626E+00             NaN
   5.5950000E+00   6.7036626E+00             NaN
   5.6000000E+00   6.7086626E+00             NaN
   5.6050000E+00   6.7136626E+00             NaN
   5.6100000E+00   6.7186626E+00             NaN
   5.6150000E+00   6.7236626E+00             NaN
   5.6200000E+00   6.7286626E+00             NaN
   5.6250000E+00   6.7336626E+00             NaN
   5.6300000E+00   6.7386626E+00             NaN
   5.6350000E+00   6.7436626E+00             NaN
   5.6400000E+00   6.7486626E+00             NaN
   5.6450000E+00   6.7536626E+00             NaN
   5.6500000E+00   6.7586626E+00             NaN
   5.6550000E+00   6.7636626E+00             NaN
   5.6600000E+00   6.7686626E+00             NaN
   5.6650000E+00   6.7736626E+00             NaN
   5.6700000E+00   6.7786626E+00             NaN
   5.6750000E+00   6.7836626E+00             NaN
   5.6800000E+00   6.7886626E+00             NaN
   5.6850000E+00   6.7936626E+00             NaN
   5.6900000E+00   6.7986626E+00             NaN
   5.6950000E+00   6.8036626E+00             NaN
   5.7000000E+00   6.8086626E+00             NaN
   5.7050000E+00   6.8136626E+00             NaN
   5.7100000E+00   6.8186626E+00             NaN
   5.7150000E+00   6.8236626E+00             NaN
   5.7200000E+00   6.8286626E+00             NaN
   5.7250000E+00   6.8336626E+00             NaN
   5.7300000E+00   6.8386626E+00             NaN
   5.7350000E+00   6.8436626E+00             NaN
   5.7400000E+00   6.8486626E+00             NaN
   5.7450000E+00   6.8536626E+00             NaN
   5.7500000E+00   6.8586626E+00             NaN
   5.7550000E+00   6.8636626E+00             NaN
   5.7600000E+00   6.8686626E+00             NaN
   5.7650000E+00   6.8736626E+00             NaN
   5.7700000E+00   6.8786626E+00             NaN
   5.7750000E+00   6.8836626E+00             NaN
   5.7800000E+00   6.8886626E+00             NaN
   5.7850000E+00   6.8936626E+00             NaN
   5.7900000E+00   6.8986626E+00             NaN
   5.7950000E+00   6.9036626E+00             NaN
   5.8000000E+00   6.9086626E+00             NaN
   5.8050000E+00   6.9136626E+00             NaN
   5.8100000E+00   6.9186626E+00             NaN
   5.8150000E+00   6.9236626E+00             NaN
   5.8200000E+00   6.9286626E+00             NaN
   5.8250000E+00   6.9336626E+00             NaN
   5.8300000E+00   6.9386626E+00             NaN
   5.8350000E+00   6.9436626E+00             NaN
   5.8400000E+00   6.9486626E+00             NaN
   5.8450000E+00   6.9536626E+00             NaN
   5.8500000E+00   6.9586626E+00             NaN
   5.8550000E+00   6.9636626E+00             NaN
   5.8600000E+00   6.9686626E+00             NaN
   5.8650000E+00   6.9736626E+00             NaN
   5.8700000E+00   6.9786626E+00             NaN
   5.8750000E+00   6.9836626E+00             NaN
   5.8800000E+00   6.9886626E+00             NaN
   5.8850000E+00   6.9936626E+00             NaN
   5.8900000E+00   6.9986626E+00             NaN
   5.8950000E+00   7.0036626E+00             NaN
   5.9000000E+00   7.0086626E+00             NaN
   5.9050000E+00   7.0136626E+00             NaN
   5.9100000E+00   7.0186626E+00             NaN
   5.9150000E+00   7.0236626E+00             NaN
   5.9200000E+00   7.0286626E+00             NaN
   5.9250000E+00   7.0336626E+00             NaN
   5.9300000E+00   7.0386626E+00             NaN
   5.9350000E+00   7.0436626E+00             NaN
   5.9400000E+00   7.0486626E+00             NaN
   5.9450000E+00   7.0536626E+00             NaN
   5.9500000E+00   7.0586626E+00             NaN
   5.9550000E+00   7.0636626E+00             NaN
   5.9600000E+00   7.0686626E+00             NaN
   5.9650000E+00   7.0736626E+00             NaN
   5.9700000E+00   7.0786626E+00             NaN
   5.9750000E+00   7.0836626E+00             NaN
   5.9800000E+00   7.0886626E+00             NaN
   5.9850000E+00   7.0936626E+00             NaN
   5.9900000E+00   7.0986626E+00             NaN
   5.9950000E+00   7.1036626E+00             NaN
   6.0000000E+00   7.1086626E+00             NaN
   6.0050000E+00   7.1136626E+00             NaN
   6.0100000E+00   7.1186626E+00             NaN
   6.0150000E+00   7.1236626E+00             NaN
   6.0200000E+00   7.1286626E+00             NaN
   6.0250000E+00   7.1336626E+00             NaN
   6.0300000E+00   7.1386626E+00             NaN
   6.0350000E+00   7.1436626E+00             NaN
   6.0400000E+00   7.1486626E+00             NaN
   6.0450000E+00   7.1536626E+00             NaN
   6.0500000E+00   7.1586626E+00             NaN
   6.0550000E+00   7.1636626E+00             NaN
   6.0600000E+00   7.1686626E+00             NaN
