0.0d0		0.0d0
102.0d-1	568.0d-1
204.0d-1	673.0d-1
305.0d-1	716.0d-1
407.0d-1	712.0d-1
508.0d-1	684.0d-1
609.0d-1	656.0d-1
71.0d0		624.0d-1
812.0d-1	596.0d-1
913.0d-1	564.0d-1
1014.0d-1	532.0d-1
1116.0d-1	504.0d-1
1217.0d-1	472.0d-1
1318.0d-1	444.0d-1
1419.0d-1	416.0d-1
1521.0d-1	386.0d-1
1622.0d-1	356.0d-1
1723.0d-1	328.0d-1
1825.0d-1	296.0d-1
1926.0d-1	271.0d-1
2027.0d-1	215.0d-1
2128.0d-1	0.0d0
